Store Name,Address,Location,Timings,Phone,store_url,store_code 
Garuda Mall,"Unit No 106, First Floor, Magrath Road, Ashok Nagar, Bengaluru, Karnataka, 560025",Karnataka,11:00 AM to 09:30 PM,91 9582891429,/stores/lenskart-com-garuda-mall-optometrists-ashok-nagar-bengaluru-78162/Home,LKST429
Marenhalli Road,"R J Arcade, Ground Floor, 27th Main,100ft Ring Road Jayanagar, 9th Block, Opposite Metro Pillar #87, Besides Jawa Bikes, Bengaluru, Karnataka, 560069",Karnataka,11:00 AM to 09:30 PM,91 7290016070,/stores/lenskart-com-marenhalli-road-marenahalli-road-bengaluru-199153/Home,LKST762
Siddhartha Layout,"176, Gani Complex, Dr. Rajkumar Rroad, Raghavendra And Nazarbad Mohalla, Opposite Shubodaya Hospital, Mysuru, Karnataka, 570011",Karnataka,11:00 AM to 09:00 PM,91 8929442765,/stores/lenskart-com-siddhartha-layout-dr.-rajkumar-road-mysuru-316714/Home,LKST1055
Begur Main Raod,"149, Hongasandra, Begur Main Road, Hongasandra, Begur Main Raod, Bengaluru, Karnataka, 560068",Karnataka,11:00 AM to 09:30 PM,91 8587908948,/stores/lenskart-com-begur-main-raod-hongasandra-bengaluru-528144/Home,LKST1049
Mantri Mall Malleswaram,"Lg1, Ground Floor, Mantri Square Mall, Sampige Road, Malleswaram, Bengaluru, Karnataka, 560003",Karnataka,10:00 AM to 10:00 PM,91 9718430381,/stores/lenskart-com-mantri-mall-malleswaram-malleswaram-bengaluru-910835/Home,LKST1595
Mudhol,"C S No 3132/2B And 3141/2, Ground Floor, First Main Road, Mudhol, Karnataka, 587313",Karnataka,11:00 AM to 09:00 PM,91 8929337327,/stores/lenskart-com-mudhol-mudhol-mudhol-78304/Home,ST440
Gopalan Signature Mall,"Shop No 6, 1St Floor, Gopalan Signature Mall, Cv Raman Nagar, Opposite Rmz Infinity, Old Madras Road, Bengaluru, Karnataka, 560038",Karnataka,11:00 AM to 09:30 PM,91 7428891163,/stores/optometrist-sunglasses-cv-raman-nagar-bangalore-60910/Home,LKST163
RK Hegde Nagar,"Site No 74, M.C.E.C.H.S Layout, 1St Phase, Rk Hegde Nagar, Behind Karnataka Bank, Bengaluru, Karnataka, 560077",Karnataka,11:00 AM to 09:30 PM,91 8929288248,/stores/lenskart-com-rk-hegde-nagar-rk-hegde-nagar-bangaluru-861553/Home,LKST931
Kaggadasapura,"Ground Floor 191/3, Kaggadasapura Main Road, Ward No 83, CV Raman Nagar, Pid No 83-53 191/3, Bengaluru, karnataka, 560093",Karnataka,11:00 AM to 09:30 PM,91 9582368345,/stores/lenskart-com-kaggadasapura-cv-raman-nagar-bengaluru-793760/Home,LKST1771
Flagship Store at BTM Layout,"Shop No 938, 16Th Main Road, Btm 2Nd Stage, Stage 2, Btm Layout, Btm Layout, Bengaluru, Karnataka, 560076",Karnataka,11:00 AM to 09:30 PM,91 7428891164,/stores/optometrist-sunglasses-kuvempu-nagar-bangalore-60911/Home,LKST164
Horamavu,"Building No 33, Horamavu Main Road, Banasawadi, Horamavu, Opposite Poorvika Mobiles, Bengaluru, Karnataka, 560043",Karnataka,11:00 AM to 09:30 PM,91 9319367919,/stores/lenskart-com-horamavu-horamavu-bengaluru-209142/Home,LKST734
Sindhanur,"C M C No- 6-1-1926, Ashapuri Complex, Gangavathi Road, Sindhanur, Opposite Axis Bank, Raichur, Karnataka, 584128",Karnataka,11:00 AM to 09:00 PM,91 8929338697,/stores/lenskart-com-sindhanur-sindhanur-raichur-290455/Home,ST439
Malleshpalya CV Raman Nagar,"No 38/1 9Th Main, New Thippsandra Post, Malleshpalya, Near Nile Institue Of Languages And Education, Bengaluru, Karnataka, 560075",Karnataka,11:00 AM to 09:00 PM,91 7303161162,/stores/lenskart-com-malleshpalya-malleshpalya-bengaluru-929738/Home,LKST638
Konanakunte,"Anjanapura Main Road, Konanakunte Cross, Konanakunte, Opposite Hdfc Bank, Bengaluru, Karnataka, 560062",Karnataka,11:00 AM to 09:30 PM,91 8929266341,/stores/lenskart-com-konanakunte-konanakunte-bengaluru-762497/Home,LKST1336
Koramangala 5th Block,"No 8, 5th Cross Road, KHB Colony, 6th Block, Koramangala, Bengaluru, Karnataka, 560095",Karnataka,11:00 AM to 09:30 PM,91 9811036731,/stores/lenskart-com-koramangala-5th-block-koramangala-bengaluru-415276/Home,LKST1872
Dharwad,"Ground Floor, Pb Road, Near Jubilee Circle Bus Stop, Court Circle, Dharwad, Karnataka, 580001",Karnataka,11:00 AM to 09:00 PM,91 8448440316,/stores/lenskart-com-dharwad-optometrists-court-circle-dharward-78380/Home,ST316
Jakkur,"Plot No 222, Survey No 98/3, 7Th Block, Jakkur Arkavathy Layout, Bengaluru, Karnataka, 560064",Karnataka,11:00 AM to 09:30 PM,91 8929341208,/stores/lenskart-com-jakkur-jakkur-arkavathy-layout-bengaluru-284563/Home,LKST879
Lulu Global Mall,"Lulu Global Mall, Minerva Mills Compound, Rajajinagar, Opposite Sujata Theatre, Bengaluru, Karnataka, 560023",Karnataka,10:30 AM to 09:30 PM,91 8447821159,/stores/lenskart-com-lulu-global-mall-rajajinagar-bengaluru-533369/Home,LKST468
Anekal Town,"7, Old Mysore Bank Road, Anekal Town, Bengaluru, Karnataka, 562106",Karnataka,11:00 AM to 09:30 PM,91 8929345106,/stores/lenskart-com-anekal-anekal-town-bengaluru-951466/Home,LKST898
Flagship Store at JP Nagar,"Shop No 300, Outer Ring Road, 5Th Phase, 15Th Cross Road, Jp Nagar, Near Cafe Coffee Day, Bengaluru, Karnataka, 560078",Karnataka,11:00 AM to 10:00 PM,91 7428890132,/stores/optometrist-sunglasses-jp-nagar-bangalore-61128/Home,ST132
Nagadevanahalli,"No 7 & 8, 100Ft Feet Road, Nagadevanahalli, Kengeri, Near Bharat Petrol Pump, Bengaluru, Karnataka, 560056",Karnataka,11:00 AM to 09:30 PM,91 8929275902,/stores/lenskart-com-nagadevanahalli-nagadevanahalli-bangaluru-943503/Home,LKST1201
Flagship Store at Marathahalli,"G3/G4, Sigma Arcade, Marathahalli, Near Tulsi Theatre, Bengaluru, Karnataka, 560037",Karnataka,11:00 AM to 10:00 PM,91 7428890133,/stores/optometrist-sunglasses-marathahalli-bangalore-61129/Home,ST491
New Bel Road,"Shop No 11, Ground Floor, 2Nd Stage, New Bel Road, Chikkamaranahalli, Near Ramachandra Convention Hall, Bengaluru, Karnataka, 560094",Karnataka,11:00 AM to 09:30 PM,91 7428890134,/stores/optometrist-sunglasses-chikkamaranahalli-bangalore-61130/Home,ST134
Moodalapalya,"No 166, Moodalapalya, Nagarbhavi Main Road, Madhura Nagar, Moodalapalya, Bengaluru, Karnataka, 560070",Karnataka,11:00 AM to 09:30 PM,91 8447822969,/stores/lenskart-com-mudalapalya-mudalapalya-bengaluru-684352/Home,LKST1100
SIT Tumkur,"No 2164/796, Sit Main Road, Near 11Th Cross, Tumkur, Karnataka, 572103",Karnataka,11:00 AM to 09:00 PM,91 8929344598,/stores/lenskart-com-sit-tumakuru-sit-main-road-tumakuru-746790/Home,ST446
Flagship Vidyaranyapura Road,"1242, Bel Layout, Vidyaranyapura Road, Opposite First Block Bus Stop, Bengaluru, Karnataka, 560097",Karnataka,11:00 AM to 10:00 PM,91 7428890144,/stores/optometrist-sunglasses-vidyaranyapura-road-bangalore-61138/Home,ST144
HSR Layout,"2799/2800, Ground Floor, 27th Main, Sector 1, HSR Layout, Bengaluru, Karnataka, 560102",Karnataka,11:00 AM to 09:30 PM,91 9718519385,/stores/lenskart-com-hsr-layout-hsr-layout-bengaluru-43992/Home,LKST1494
Flagship Store Ayodhya Nagar,"4833/12B, Hadgal Complex, Ayodhya Nagar, Dr B.R Ambedkar Road, Kolhapur Circle, Ayodhya Nagar, Beside Uk27 Hotel, Belagavi, Karnataka, 590001",Karnataka,11:00 AM to 09:00 PM,91 7428890148,/stores/optometrist-sunglasses-ayodhya-nagar-belgaum-61141/Home,ST148
Sarjapur Main Road,"Plot No 1108, Sarjapur Village & Post, Anekal T, Bengaluru, Karnataka, 562125",Karnataka,11:00 AM to 09:00 PM,91 9582426534,/stores/lenskart-com-sarjapur-main-road-sarjapur-bengaluru-918441/Home,LKST1845
"Gandhi Bazaar, Basavanagudi","Shop No 85/4, Vaibhav Apartments, Gandhi Bazaar, Basavanagudi, Ramakrishna Ashram Circle, Bengaluru, Karnataka, 560004",Karnataka,11:00 AM to 09:30 PM,91 7428890150,/stores/optometrist-sunglasses-basavanagudi-bangalore-61144/Home,ST150
Babusapalya,"17, CNR Layout Main Rd, Chikka Nanjunda Reddy Layout, Babusapalya, Mallappa Layout, Opposite New Udupi Grand Hotel, Hennur Gardens, Bengaluru, Karnataka, 560043",Karnataka,11:00 AM to 09:30 PM,91 8929689741,/stores/lenskart-com-babusapalya-hennur-gardens-bengaluru-268431/Home,LKST1844
Kasturi Nagar,"Ground Floor, 2M-427, NGEF Layout Ward No 84, 2nd G Main Road, B Channasandra, Kasturi Nagar, Bengaluru, Karnataka, 560043",Karnataka,11:00 AM to 09:30 PM,91 9582451747,/stores/lenskart-com-kasturi-nagar-kasturi-nagar-bengaluru-890599/Home,LKST2034
Flagship Store Court Road,"Ground Floor, Mahalakshmi Towers, Court Road, Near Big Bazaar, Udupi, Karnataka, 576101",Karnataka,11:00 AM to 09:00 PM,91 8929346386,/stores/lenskart-com-udupi-court-road-udupi-53953/Home,ST452
Sanjay Nagar,"Shop No 1, Gmr Layout, D Rajagopal Road, Sanjay Nagar, Rmv Hospital, Geddalahalli, Bengaluru, Karnataka, 560094",Karnataka,11:00 AM to 09:30 PM,91 7428891199,/stores/optometrist-sunglasses-sanjay-nagar-bangalore-60941/Home,LKST199
Yeshwanthpur,"No 764/5, Ground Floor, B Narayanaswamappa Road, K N Extension, L N Colony, Yeswanthpur, Bengaluru, Karnataka, 560022",Karnataka,11:00 AM to 09:30 PM,91 9582511370,/stores/lenskart-com-yeshwanthpur-yeswanthpur-bengaluru-484343/Home,LKST1812
Rajarajeshwari Nagar,"No 22/23, Ground Floor, TR Plaza, 2nd Cross, Halagevaderahalli, Shankarappa Layout, BEML 5th Stage, Rajarajeshwari Nagar, Bengaluru, Karnataka, 560098",Karnataka,11:00 AM to 09:00 PM,91 9711619095,/stores/lenskart-com-rajarajeshwari-nagar-rajarajeshwari-nagar-bengaluru-619333/Home,LKST1682
Kaikondahalli,"Shop 7 & 8, Sno 19/10, Chikkabellandur Road, Carmelaram, Doddakaneli, Kaikondrahalli, Opposite Dmart, Bengaluru, Karnataka, 560035",Karnataka,11:00 AM to 09:30 PM,91 9311773743,/stores/lenskart-com-kaikondahalli-kaikondrahalli-bengaluru-146152/Home,LKST1384
General Cariappa Road,"Shop No 1861/A/846, Krishna Arcade, 2Nd Cross Road, General Cariappa Road, Next To Mg Road, K R Extension, Tumkur, Karnataka, 572101",Karnataka,11:00 AM to 09:00 PM,91 7428890166,/stores/optometrist-sunglasses-general-cariyappa-rd-tumkur-61156/Home,ST166
Mathikere,"17, Ujjini Glitz, Hmt Main Road, Mathikere, Next To Poorvika, Bengaluru, Karnataka, 560056",Karnataka,11:00 AM to 09:30 PM,91 8929121695,/stores/lenskart-com-mathikere-mathikere-bengaluru-635688/Home,LKST759
Flagship Store CMH Road Indiranagar,"No 505, Ground Floor, Kheny Plaza, Chinmaya Mission Hospital Road, Indira Nagar 1st Stage, Bengaluru, Karnataka, 560038",Karnataka,11:00 AM to 10:00 PM,91 9582611487,/stores/lenskart-com-cmh-road-indira-nagar-1st-stage-bengaluru-316033/Home,LKST487
Sarjapur Natura Walk,"No 46, Yamare Village, Sarjapur Natura Walk Hobli, Anekal Taluk, Bengaluru, Karnataka, 562125",Karnataka,11:00 AM to 09:00 PM,91 9711984244,/stores/lenskart-com-sarjapur-natura-walk-anekal-taluk-bengaluru-985646/Home,LKST1311
Hanuman Circle Tenkapet,"VK Paradise, Ground Floor, Moodanidambur Village, Hanuman Circle, Tenkapet, Sanskrit College Road, Udupi, Karnataka, 576101",Karnataka,11:00 AM to 09:00 PM,91 7291082898,/stores/lenskart-com-hanuman-circle-tenkapet-tenkapet-udupi-686255/Home,LKST1933
Cox Town,"Ground Floor, 32/1, Ramakrishnappa Road, Doddakunte Circle, Near Yamaha Service Center, Cox Town, Bengaluru, Karnataka, 560005",Karnataka,11:00 AM to 09:30 PM,91 8929082316,/stores/lenskart-com-cox-town-doddakunte-circle-cox-town-bangaluru-603952/Home,LKST764
Rajaji Nagar 2,"Shop No 706, Ground Floor, 2Nd Stage, 9Th Cross, Dr. Modi Road, Rajaji Nagar, Next To Hotel Kadamba, Bengaluru, Karnataka, 560086",Karnataka,11:00 AM to 09:30 PM,91 7428891210,/stores/optometrist-sunglasses-rajaji-nagar-bangalore-60951/Home,LKST210
Vijayanagar,"#41, 1st Floor, 17th Cross Road, MRCR Layout, Vijayanagar",Karnataka,11:00 AM to 09:30 PM,91 9582271461,/stores/lenskart-com-vijayanagar-vijayanagar-bengaluru-861860/Home,LKST461
Hosa Road,"Site No 88 & 89, Parappana Agrahara Village, Hosa Road, Opposite Prabhavathi Paradise, Meenakshi Layout, Begur Hobli, South Taluk, Bengaluru, Karnataka, 560100",Karnataka,11:00 AM to 09:30 PM,91 9582596508,/stores/lenskart-com-hosa-road-hosa-road-bengaluru-85014/Home,LKST1972
"Vijay Nagar, Mysuru","Site No 7696, Vijay Nagar, 2nd Phase, 4th Stage, 80 feet Road, Near Marimallappa School, Devaraja Mohall, Mysuru, Karnataka, 570026",Karnataka,11:00 AM to 09:00 PM,91 9582554529,/stores/lenskart-com-vijay-nagar-mysuru-vijay-nagar-mysuru-528662/Home,LKST2007
Davanagere,"Shop No 289/5B, Am Arcade, Davanagere, Vidyarthi Bhavan Circle, Davanagere, Karnataka, 577002",Karnataka,11:00 AM to 09:00 PM,91 7428890175,/stores/optometrist-sunglasses-vidyarthi-bhavan-circle-davangare-61163/Home,ST175
HSR Layout,"Ground Floor, D No 1312, 24Th Main, Sector 2, Hsr Layout, Bengaluru, Karnataka, 560102",Karnataka,11:00 AM to 09:30 PM,91 9811921498,/stores/lenskart-com-hsr-layout-24th-main-hsr-layout-bengaluru-357997/Home,LKST498
Thanisandra,"Shop No 538, Ground Floor, Rachenahalli Road, Srk Nagar, Thanisandra, Bharath Petroleum Petrol Pump, Bengaluru, Karnataka, 560077",Karnataka,11:00 AM to 09:30 PM,91 7428891222,/stores/optometrist-sunglasses-thanisandra-bangalore-60959/Home,LKST222
Hesarghatta Main Road,"Ground Floor, Sri Lakshmi Arcade, Hesarghatta Main Road, Opposite Ammajj Kalyana Mantap, Bengaluru, Karnataka, 560073",Karnataka,11:00 AM to 09:30 PM,91 7428891223,/stores/optometrist-sunglasses-hesarghatta-main-road-bangalore-60960/Home,LKST223
"JP Nagar, Kothanur","No 10/2, 24th Main Road, Next to Zaitoon Restaurant, JP Nagar, Phase 6, Bengaluru, Karnataka, 560078",Karnataka,11:00 AM to 09:30 PM,91 7428891136,/stores/lenskart-com-jp-nagar-kothanur-kothanur-bengaluru-31905/Home,LKST1012
Bagalkote,"Tp No 43, Ground Floor, N B Darbar Complex, Railway Station Road, Infront Of M M Joshi Eye Hospital, Bagalkote, Karnataka, 587101",Karnataka,11:00 AM to 09:00 PM,91 8448310311,/stores/lenskart-com-bagalkot-railway-station-road-bagalkot-838823/Home,ST311
Vidya Nagar,"No 06 , Wali Arcade, Opposite J G commerce College, Vidya Nagar, PB Road, Hubballi, Karnataka, 580021",Karnataka,11:00 AM to 09:30 PM,91 9582580560,/stores/lenskart-com-vidya-nagar-vidya-nagar-hubballi-302024/Home,LKST1973
Marathalli,"#88, Outer Ring Road, Near Flyover, Opposite Mega Store, Marathahalli, Bengaluru, Karnataka, 560037",Karnataka,11:00 AM to 09:30 PM,91 9999761456,/stores/lenskart-com-marathalli-marathahalli-bengaluru-12363/Home,LKST456
Sahakarnagar,"Ground Floor, No 2381, D Block, 60 Feet Road, Sahakar Nagar, Near Ccd & Sbi Bank, Bengaluru, Karnataka, 560092",Karnataka,11:00 AM to 09:30 PM,91 7838237265,/stores/lenskart-com-sahakarnagar-sahakarnagar-bengaluru-583941/Home,LKST680
Surathkal,"Survey No 2-35/2, Khata No 3542 & 2-35/6, Hosabettu, Surathkal, Mangaluru, Karnataka, 575019",Karnataka,11:00 AM to 09:00 PM,91 7291097439,/stores/lenskart-com-surathkal-surathkal-mangaluru-577400/Home,LKST2062
Savalanga Road,"Shop No 2, Ground Floor, Jj Complex, Savalanga Road, Near Usha Nursing Home, Shimoga, Karnataka, 577201",Karnataka,11:00 AM to 09:00 PM,91 7428890189,/stores/optometrist-sunglasses-savalanga-road-shimoga-61171/Home,ST189
Hennur,"Ground Floor, Hennur Cross, Hennur Main Road, Hennur, Bengaluru, Karnataka, 560043",Karnataka,11:00 AM to 09:30 PM,91 8929338667,/stores/lenskart-com-hennur-hennur-bengaluru-297687/Home,LKST1021
Flagship Store at Chandra Layout,"Shop No 106, 1St Main Road, Chandra Layout, Opposite Polar Bear, Bengaluru, Karnataka, 560040",Karnataka,11:00 AM to 09:30 PM,91 9643321229,/stores/optometrist-sunglasses-chandra-layout-bangalore-60966/Home,LKST229
Flagship Store at RR Nagar,"Shop No 826, Paramount Building, Beml 3Rd Stage, Rajarajeshwari Nagar, Opposite Dr. Ambedkar Park, Bengaluru, Karnataka, 560098",Karnataka,11:00 AM to 09:30 PM,91 7428891230,/stores/optometrist-sunglasses-rajarajeshwari-nagar-bangalore-60968/Home,LKST230
R T Nagar,"Ground Floor, No 5/3, 1St Main, 2Nd Cross, Rahmath Nagar, Rt Nagar Post, Opposite To India Oil Pump, Bengaluru, Karnataka, 560032",Karnataka,11:00 AM to 09:30 PM,91 7838195385,/stores/lenskart-com-rt-nagar-rt-nagar-bengaluru-460847/Home,LKST742
RNS Road,"RNS Road, Chaitanya Nagar, Opposite Giant School, Rajendra Nagar, Hubli, Karnataka, 580030",Karnataka,11:00 AM to 09:30 PM,91 7291823825,/stores/lenskart-com-rns-road-opposite-giant-school-hubli-813907/Home,LKST1901
Forum Mall,"Shop No 8 & N 5, Lgf, Forum Mall, Hyder Ali Road, Nazarbad Mohalla, Mysuru, Karnataka, 570010",Karnataka,11:00 AM to 09:30 PM,91 7428891237,/stores/optometrist-sunglasses-hyder-ali-road-mysore-60974/Home,LKST237
Varthur,"No 184/1, Varthur Main Road, Varthur Village, Near Vinayaka Theatre, Bengaluru, Karnataka, 560087",Karnataka,11:00 AM to 09:30 PM,91 8929085950,/stores/lenskart-com-varthur-varthur-village-bengaluru-191327/Home,LKST787
Banashakari,"595, 24Th Cross Road, Siddanna Layout, Banashakari 2Nd Stage, Banashakari, White Gold, Bengaluru, Karnataka, 560070",Karnataka,10:30 AM to 09:00 PM,91 9582271439,/stores/lenskart-com-banashakari-banashankari-bengaluru-206683/Home,LKST2288
Kothanur,"#1,2 Hennur Main Road, Kothanur, Near Bharat Petroleum, Bengaluru, Karnataka, 560077",Karnataka,11:00 AM to 09:30 PM,91 8929440588,/stores/lenskart-com-kothanur-kothanur-bengaluru-800071/Home,LKST804
Harlur Main Road,"#2466/2310, 4, 4(B), 3(B), G2, Ground Floor, Harlur Main Road, Anjanadri Sriharsh, Bengaluru, Karnataka, 560102",Karnataka,11:00 AM to 09:30 PM,91 9654531512,/stores/lenskart-com-harlur-main-road-harlur-main-road-bengaluru-141137/Home,LKST512
HSR 27th Main Road,"#339, HSR 27th Main Road, Near Kapoor Cafe, Sector 2, HSR Layout, Bengaluru, Karnataka, 560102",Karnataka,11:00 AM to 09:30 PM,91 9582602889,/stores/lenskart-com-hsr-27th-main-road-hsr-layout-bengaluru-652628/Home,LKST2060
Coles Road,"86/3, Ground Floor, Coles Road, Cleveland Town, Pulikeshi Nagar, Bengaluru, Karnataka, 560005",Karnataka,11:00 AM to 09:30 PM,91 9548147148,/stores/lenskart-com-coles-road-pulikeshi-nagar-bengaluru-300245/Home,LKST511
Vidya Nagar,"35498/23, Vidya Nagar, Ramakrishna Layout, Unkal Village, Hubli, Karnataka, 580030",Karnataka,11:00 AM to 09:30 PM,91 8929342563,/stores/lenskart-com-vidya-nagar-vidya-nagar-hubli-81449/Home,LKST1077
Reva College Sathanur,"Sy No 190-191, Site No 54/108, Chinna Complex, No 5, Bagalur Main Road, Niranthara Layout, Kattigenahalli, Sathanur, Near Reva College, Bengaluru, Karnataka, 560064",Karnataka,11:00 AM to 09:30 PM,91 9582612589,/stores/lenskart-com-reva-college-sathanur-sathanur-bengaluru-420251/Home,LKST2076
Orion Mall Gateway,"Shop No 106, First Floor, Brigade Gateway, Malleshwaram West, Orion Mall Gateway, Bengaluru, Karnataka, 560055",Karnataka,10:30 AM to 10:00 PM,91 7428891251,/stores/optometrist-sunglasses-malleshwaram-west-bangalore-60984/Home,LKST251
Balagere,"Ground Floor Old Katha No 290/31/2/02/02, New No 31/2, Balagera Main Road, Varthur Ward No 149, Bengaluru, Karnataka, 560087",Karnataka,11:00 AM to 09:30 PM,91 8929597441,/stores/lenskart-com-balagere-balagera-bengaluru-235609/Home,LKST1540
Varthur,"No 6, C Block Green Field Hub Hoskote, Seegahalli, Whitefield, , Seegahalli, Bengaluru, Karnataka, 560067",Karnataka,11:00 AM to 09:30 PM,91 8929032767,/stores/lenskart-com-varthur-seegahalli-bengaluru-517571/Home,LKST777
Brestwarpet,"No 11-2-61 & 62, Sangeeta Arcade, Bresthwarpet, Near Gandhi Chowk, Bresthwarpet, Opposite Kanva Hospital, Raichur, Karnataka, 584101",Karnataka,11:00 AM to 09:00 PM,91 7428890217,/stores/optometrist-sunglasses-brestwarpet-raichur-61198/Home,ST217
Nelamangala,"Site No 34, Vinayaka Nagar, Nelmangala Main Road, Bengaluru, Karnataka, 562123",Karnataka,11:00 AM to 09:30 PM,91 7291812942,/stores/lenskart-com-nelamangala-nelmangala-bengaluru-146261/Home,LKST1638
Gokak,"Shop No 1, Anand Talkies Road, Hospet Galli, Near Anmol Hotel Complex, Gokak, Karnataka, 591307",Karnataka,11:00 AM to 09:00 PM,91 8929261493,/stores/lenskart-com-gokak-hospet-galli-gokak-842287/Home,ST551
Kolar,"No 962 & 963, Nagaraj Building Gandhivana, Mg Road, Near Town Police Station, Kolar, Karnataka, 563101",Karnataka,11:00 AM to 09:00 PM,91 8929270250,/stores/lenskart-com-kolar-mg-road-kolar-962390/Home,ST540
T C Palya,"Shop No 11/2, Lorven Leo Apartments, Tc Palya Main Road, K R Puram, Near Axis Bank, Bengaluru, Karnataka, 560016",Karnataka,11:00 AM to 09:30 PM,91 7428891259,/stores/optometrist-sunglasses-k-r-puram-bangalore-60992/Home,LKST259
Mall Of Mysore,"C1, First Floor, Mall Of Mysore, FF14, MG Road, Indiranagar Extension, Nazarbad Mohalla, Near Mysuru Race Club, Mysuru, Karnataka, 570010",Karnataka,11:00 AM to 09:30 PM,91 8743826180,/stores/lenskart-com-mall-of-mysore-nazarbad-mohalla-mysuru-865616/Home,LKST1566
Indiranagar 2,"Shop No 483, Signature Square, 100 Feet Road, Indiranagar, Near Pizza Hut, Bengaluru, Karnataka, 560038",Karnataka,11:00 AM to 09:30 PM,91 7428891266,/stores/optometrist-sunglasses-indiranagar-bangalore-60999/Home,LKST266
Infantry Road,"Plot No 15, Ground Floor, Infantry Road, Near Vasavi High School, Ballari, Karnataka, 583101",Karnataka,11:00 AM to 09:00 PM,91 7428890235,/stores/optometrist-sunglasses-infantery-road-bellary-61216/Home,ST235
RR Nagar,"1163, Nehru Road, Beml 3Rd Stage, Rajarajeshwari Nagar, Bengaluru, Karnataka, 560098",Karnataka,11:00 AM to 09:00 PM,91 7065264576,/stores/lenskart-com-rr-nagar-rajarajeshwari-nagar-bengaluru-691923/Home,LKST1365
Ballari,"Plot No 09, New Ward No 01, Parvathi Nagar, Ballari, Near Hdfc Bank, Ballari, Karnataka, 583103",Karnataka,11:00 AM to 09:00 PM,91 7428890262,/stores/lenskart-com-ballari-parvathi-nagar-ballari-465081/Home,ST409
Kuvempu Nagar,"Ground Floor, Asian Bussines Center, Kuvempu Nagar, Beside Asian Mall, Kalaburagi, Karnataka, 585102",Karnataka,11:00 AM to 09:00 PM,91 7428890243,/stores/optometrist-sunglasses-kovempu-nagar-gulbarga-61223/Home,ST243
Flagship Store at Banaswadi,"Shop No 19B, Ground Floor, Tamarind, 100 Feet Road, Banaswadi, Opposite Bata Showroom, Bengaluru, Karnataka, 560043",Karnataka,11:00 AM to 09:30 PM,91 7428891283,/stores/optometrist-sunglasses-banaswadi-bangalore-61010/Home,LKST283
Heggannahalli,"No 170, Hegganahalli, Main Road, Vishwaneedam Post, Opppsite New Udupi Grand, Bengaluru, Karnataka, 560091",Karnataka,11:00 AM to 09:30 PM,91 7428890264,/stores/lenskart-com-heggannahalli-heggannahalli-bengaluru-629191/Home,LKST813
Bhartiya City Mall,"Upper Ground Floor 35, Bhartiya City Mall, Chhokkanahalli Village, Yelahanka Hobli Bhartiya City, Thanisandra Main Road, Bengaluru, Karnataka, 560064",Karnataka,11:00 AM to 09:30 PM,91 8743092780,/stores/lenskart-com-bhartiya-city-mall-chhokkanahalli-village-bengaluru-161143/Home,LKST1438
Royal Meenakshi Mall,"Shop No S5, Second Floor, Bannerghatta Main Road, Royal Meenakshi Mall, Bengaluru, Karnataka, 560076",Karnataka,11:00 AM to 09:30 PM,91 7428891286,/stores/optometrist-sunglasses-bannerghatta-main-road-bangalore-61013/Home,LKST286
Ramamurthy Nagar,"Ground Floor, Chinnappa Layout, Main Road, Bovi Colony, Ramamurthy Nagar, Bengaluru, Karnataka, 560016",Karnataka,11:00 AM to 09:30 PM,91 9319375299,/stores/lenskart-com-ramamurthy-nagar-ramamurthy-nagar-bengaluru-659037/Home,LKST513
Ganga Nagar,"Ground Floor, Ganga Nagar, Cbi Road, Hmt Layout, Hebbal, Opposite Shrine Of St.Jude Thaddeus Church, Bengaluru, Karnataka, 560032",Karnataka,11:00 AM to 10:00 PM,91 9643381477,/stores/lenskart-com-ganga-nagar-hebbal-bengaluru-989268/Home,LKST477
Jigani,"No 49 1St Phase, Near Apc Circle, Bannerghatta Anekal Road, Jigani Industrial, Bengaluru, Karnataka, 560105",Karnataka,11:00 AM to 09:30 PM,91 8929342533,/stores/lenskart-com-jigani-jigani-industrial-bengaluru-63039/Home,LKST1115
RMZ Galleria Mall,"Lower Ground Floor, Ambedkar Colony, Rmz Galleria Mall, Opposite Tanishq, Bengaluru, Karnataka, 560064",Karnataka,11:00 AM to 10:00 PM,91 7428891292,/stores/optometrist-sunglasses-ambedkar-colony-bangalore-61019/Home,LKST292
Singasandra,"A Block, Aecs Layout, Singasandra, Bengaluru, Karnataka, 560068",Karnataka,11:00 AM to 09:30 PM,91 8929344659,/stores/lenskart-com-singasandra-singasandra-bengaluru-749117/Home,LKST1028
Flagship Store HSR Layout,"Shop No 16, 17Th Cross Road, 9Th Main, Sector 7, Hsr Layout, Behind Bda Complex, Bengaluru, Karnataka, 560102",Karnataka,11:00 AM to 10:00 PM,91 7428891293,/stores/optometrist-sunglasses-sector-7-bangalore-61020/Home,LKST293
JP Nagar,"No 301, E Block, JP Nagar, Layout Nachahalli, Khille Mohalla, Mysuru, Karnataka, 570008",Karnataka,11:00 AM to 09:00 PM,91 9582612295,/stores/lenskart-com-jp-nagar-jp-nagar-mysuru-462436/Home,LKST2008
Flagship Store Doddakannahalli,"Shop No 121/3, Supreme Arcade, Sarjapur Road, Doddakannahalli, Next To Indian Oil Petrol Pump, Bengaluru, Karnataka, 560035",Karnataka,10:30 AM to 09:30 PM,91 9654731294,/stores/optometrist-sunglasses-doddakannahalli-bangalore-61021/Home,LKST294
